,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logistic_regression__C,param_logistic_regression__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
87,0.3448782920837402,0.024187607713739387,0.10312356948852539,0.007955506810541697,1291.5496650148827,0.7777777777777777,"{'logistic_regression__C': 1291.5496650148827, 'logistic_regression__l1_ratio': 0.7777777777777777}",-0.6105163102431957,-0.4972639433792717,-0.5369036671579042,-0.5507464024719854,-0.47504374831596763,-0.5100749833680427,-0.45836064247834774,-0.4763487312946276,-0.5261890361757235,-0.5637573317534079,-0.5205204796638474,0.044402611809564486,50
83,0.3528564691543579,0.044147805270518335,0.11509265899658203,0.015445793144090449,1291.5496650148827,0.3333333333333333,"{'logistic_regression__C': 1291.5496650148827, 'logistic_regression__l1_ratio': 0.3333333333333333}",-0.6105241463906881,-0.49725327845838807,-0.5369100805385265,-0.5507482172658031,-0.4750423785760682,-0.5100826553762331,-0.4583695988533586,-0.47635058046771867,-0.5261929866056377,-0.5637335797501606,-0.5205207502282583,0.04440137948514998,51
81,0.3323108673095703,0.026553215171815893,0.10043375492095948,0.015379076364365538,1291.5496650148827,0.1111111111111111,"{'logistic_regression__C': 1291.5496650148827, 'logistic_regression__l1_ratio': 0.1111111111111111}",-0.6105103814971781,-0.49725021022376586,-0.5369059965907286,-0.5507522085543998,-0.47504402128071777,-0.5100821721580415,-0.4583537890389886,-0.476350645426275,-0.5262091966659928,-0.5637561576972663,-0.5205214779133354,0.04440332648024718,52
84,0.338096022605896,0.0443606075938503,0.10352592468261719,0.01189322071891631,1291.5496650148827,0.4444444444444444,"{'logistic_regression__C': 1291.5496650148827, 'logistic_regression__l1_ratio': 0.4444444444444444}",-0.6105099877707868,-0.4972527415521711,-0.5369032667304763,-0.550749249471808,-0.4750438341648248,-0.5100829401635418,-0.45838205496150086,-0.47634973158268357,-0.5262048898392397,-0.563743294529039,-0.5205221990766071,0.04439763955875088,53
80,0.3064790487289429,0.030705080552681986,0.11828486919403076,0.0217158471846971,1291.5496650148827,0.0,"{'logistic_regression__C': 1291.5496650148827, 'logistic_regression__l1_ratio': 0.0}",-0.6105246174397043,-0.49725403098852433,-0.5369100968476422,-0.550752021049321,-0.47504462744622017,-0.5100815319927487,-0.45838282161981353,-0.47635193907277473,-0.5261883133334048,-0.563756657356158,-0.5205246657146312,0.04440169209609963,54
95,0.34757075309753416,0.04456177493908065,0.11130249500274658,0.014294442429799437,10000.0,0.5555555555555556,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.5555555555555556}",-0.6105203028657422,-0.4972355549810651,-0.5369363902152182,-0.5507794505416252,-0.4750376972803755,-0.510098388003946,-0.45837959080227664,-0.47635182047313684,-0.5262081455593594,-0.5637477603672167,-0.5205295101089963,0.04440479013309974,55
96,0.3429838180541992,0.01661381884713637,0.10411975383758545,0.006297344909640044,10000.0,0.6666666666666666,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.6666666666666666}",-0.610532375336773,-0.4972464021472452,-0.5369433318879313,-0.5507787245253709,-0.47504204799794236,-0.5100929519789502,-0.45836513863843076,-0.4763528908191404,-0.5261975630494576,-0.563752005853478,-0.520530343223472,0.0444087514646166,56
90,0.2703775644302368,0.017579204110086358,0.10282487869262695,0.011556239112410837,10000.0,0.0,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.0}",-0.6105326467211566,-0.49725312063062344,-0.5369325635894621,-0.5507848578306547,-0.47504367891823857,-0.5100841205211852,-0.458373745008889,-0.4763533055583193,-0.5261980392598081,-0.5637509953194515,-0.5205307073357789,0.04440717657660019,57
92,0.3210416555404663,0.016280451444479975,0.10083050727844238,0.004470333841681753,10000.0,0.2222222222222222,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.2222222222222222}",-0.6105256734107753,-0.49724974068125916,-0.5369465272868221,-0.5507856584370179,-0.4750408224638642,-0.510088589942594,-0.45837644686725965,-0.4763542065198518,-0.5262044702377786,-0.5637490239990649,-0.5205321159846287,0.04440612092818575,58
91,0.32443368434906006,0.010191003652289811,0.09933559894561768,0.0065395988930295685,10000.0,0.1111111111111111,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.1111111111111111}",-0.6105351673612759,-0.497246220038768,-0.536934039592162,-0.5507844080873963,-0.47503590171599824,-0.5100930973239899,-0.4583931854188422,-0.47635441973909565,-0.5261987935548602,-0.5637579205320675,-0.5205333153364455,0.044406510831721285,59
97,0.3245330572128296,0.02322031367898557,0.1037243127822876,0.00955410809888038,10000.0,0.7777777777777777,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.7777777777777777}",-0.6105280814587721,-0.497237872495481,-0.5369396352969547,-0.5507797229575957,-0.4750368608488376,-0.5100966027643884,-0.458392410255963,-0.47635526544180457,-0.5262084987175519,-0.5637654651099856,-0.5205340415347335,0.04440610215651365,60
99,0.35774271488189696,0.031238278749387737,0.1133960247039795,0.009984289686385083,10000.0,1.0,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 1.0}",-0.6105401017012568,-0.4972502119143812,-0.5369371305064299,-0.5507841717986999,-0.4750400571367283,-0.5100939894297116,-0.4583771250046878,-0.47635444514393954,-0.526232457011281,-0.5637515205892534,-0.5205361210236369,0.044409005846738174,61
98,0.35544910430908205,0.026739380969648407,0.11279923915863037,0.015343627637210198,10000.0,0.8888888888888888,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.8888888888888888}",-0.6105386232955421,-0.49724695934767943,-0.536942443627016,-0.5507837236154,-0.47503819720917395,-0.5100930532728014,-0.4583792346159882,-0.47635401610831385,-0.5262271169503187,-0.5637653134218372,-0.520536868146407,0.04441027641578236,62
93,0.3191451787948608,0.019373190335187924,0.09833645820617676,0.005355304377962667,10000.0,0.3333333333333333,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.3333333333333333}",-0.6105386328476032,-0.4972481956976111,-0.5369470488307028,-0.5507928725609312,-0.4750391642442592,-0.5100970458304512,-0.45838532433048423,-0.4763535788638478,-0.5262224915541394,-0.5637519617633064,-0.5205376316523337,0.04440864642373981,63
94,0.3693156003952026,0.029542449168023163,0.11569125652313232,0.01447564995080442,10000.0,0.4444444444444444,"{'logistic_regression__C': 10000.0, 'logistic_regression__l1_ratio': 0.4444444444444444}",-0.6105379901629704,-0.4972527224377366,-0.5369422088201903,-0.5507830033074729,-0.47503806348195293,-0.5100994797628791,-0.45838876417229796,-0.47635291740475216,-0.5262106645966431,-0.5637736644419927,-0.5205379478588888,0.044409028858684335,64
34,0.2095386266708374,0.006377741299279215,0.10282599925994873,0.0107277491438835,0.046415888336127774,0.4444444444444444,"{'logistic_regression__C': 0.046415888336127774, 'logistic_regression__l1_ratio': 0.4444444444444444}",-0.5465024624863823,-0.5194293267923464,-0.5197086671979502,-0.5140906945020437,-0.5544987794307524,-0.5209256327480531,-0.48685548474604373,-0.5122320719488347,-0.5276119225271186,-0.5329243827007666,-0.5234779425080293,0.017865198906557765,65
35,0.2102369785308838,0.008270316683410835,0.09913568496704102,0.003919235724653639,0.046415888336127774,0.5555555555555556,"{'logistic_regression__C': 0.046415888336127774, 'logistic_regression__l1_ratio': 0.5555555555555556}",-0.5484475469689091,-0.5237800945260259,-0.5258835340686983,-0.5195932885295218,-0.563742648172358,-0.5260050617459994,-0.4981625395626471,-0.5208157820213217,-0.5337655285402854,-0.5300931171080366,-0.5290289141243804,0.016617766189204134,66
36,0.2103354215621948,0.011686584443983657,0.10103161334991455,0.006311807729531539,0.046415888336127774,0.6666666666666666,"{'logistic_regression__C': 0.046415888336127774, 'logistic_regression__l1_ratio': 0.6666666666666666}",-0.5506255795170782,-0.5277671848664263,-0.5329079348019348,-0.5236185907420685,-0.5717017475357188,-0.5320813871465772,-0.5053313929467195,-0.5300174811535864,-0.5397943243366191,-0.5301046912428008,-0.534395031428953,0.016535608846197876,67
37,0.20854287147521972,0.011348873095779978,0.09813942909240722,0.0054475900783312785,0.046415888336127774,0.7777777777777777,"{'logistic_regression__C': 0.046415888336127774, 'logistic_regression__l1_ratio': 0.7777777777777777}",-0.5513022632911017,-0.5309495638291202,-0.540077832601806,-0.5272878546294285,-0.5771426727268464,-0.5346150081516201,-0.5095718155184228,-0.5360064207881449,-0.5409789347487647,-0.5293716618731134,-0.5377304028158367,0.016685517011127204,68
38,0.20575191974639892,0.009941979701544512,0.10043015480041503,0.007052623531326891,0.046415888336127774,0.8888888888888888,"{'logistic_regression__C': 0.046415888336127774, 'logistic_regression__l1_ratio': 0.8888888888888888}",-0.5510277778422595,-0.5353146688541599,-0.5462806605609971,-0.5311750099578804,-0.5793542282093297,-0.536643231926964,-0.5145309083394409,-0.5416455243580582,-0.5425320538592109,-0.5300026950487076,-0.5408506758957008,0.016035640981654834,69
39,0.19727182388305664,0.008365168151105709,0.09295210838317872,0.0032096682087101903,0.046415888336127774,1.0,"{'logistic_regression__C': 0.046415888336127774, 'logistic_regression__l1_ratio': 1.0}",-0.5519964601353005,-0.5395861213940978,-0.5517031388721645,-0.5333520586747603,-0.5787641369882648,-0.5386920147329117,-0.5189736286410741,-0.5456095966265115,-0.5433388312909111,-0.5315065717483197,-0.5433522559104317,0.015080118913019728,70
20,0.20565035343170165,0.012565996574996506,0.10043177604675294,0.007853089895132408,0.005994842503189409,0.0,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.0}",-0.5711211789595687,-0.5527217508757273,-0.5444890289289146,-0.5616603103570496,-0.560356654527955,-0.5589981613327317,-0.5246777069515187,-0.5426249465588489,-0.5488529496239062,-0.5509302032158324,-0.5516432891332053,0.012160838449506356,71
21,0.20804207324981688,0.009785118027834603,0.10342442989349365,0.010440485257285054,0.005994842503189409,0.1111111111111111,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.1111111111111111}",-0.5832309069873055,-0.5747027313450905,-0.5773786688225215,-0.581012906542008,-0.5903088248582858,-0.5826829462759214,-0.5659952037516188,-0.5758406182636115,-0.5753501886100251,-0.571132165038932,-0.5777635160495321,0.006508015483123921,72
22,0.19647603034973143,0.016753493262925447,0.0982372522354126,0.00901064498374855,0.005994842503189409,0.2222222222222222,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.2222222222222222}",-0.5959900914173999,-0.5936612441003806,-0.5966858929810867,-0.5975493888997988,-0.5996592266807405,-0.5967898350829547,-0.589237112715049,-0.5949278276700433,-0.5873993606041135,-0.58648897512276,-0.5938388955274327,0.004323977065107682,73
10,0.1979736566543579,0.01205137266371978,0.1030242919921875,0.006851447146514232,0.000774263682681127,0.0,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.0}",-0.6009228706032417,-0.596861007255703,-0.5953630788806825,-0.5999271736473957,-0.5994915313582142,-0.5993121009465641,-0.5904572313751432,-0.5950522848623135,-0.5888060621020242,-0.5878850015537509,-0.5954078342585032,0.004579136833123912,74
23,0.1947770357131958,0.010461304069966688,0.09873700141906738,0.010353476484289446,0.005994842503189409,0.3333333333333333,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.3333333333333333}",-0.6076589560692962,-0.6074949809189768,-0.6076303944620305,-0.6081218556652888,-0.6080206013082436,-0.6081279740645146,-0.6086388276805448,-0.607576523877537,-0.5976419991456421,-0.597630272363976,-0.6058542385556052,0.004121935929635774,75
0,0.19896342754364013,0.012351731536115148,0.09794013500213623,0.007567391830516055,0.0001,0.0,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.0}",-0.6093970386313412,-0.6088127443972067,-0.6086119951250187,-0.6092789665873949,-0.6092198278786365,-0.6091975007537951,-0.6078888416376508,-0.6085711273726007,-0.5985440966481426,-0.5983727992697874,-0.6067894938301575,0.00418720604879517,76
25,0.19797134399414062,0.00936147122563252,0.0993337869644165,0.004991729268834996,0.005994842503189409,0.5555555555555556,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.5555555555555556}",-0.6109312917527534,-0.6109188560513117,-0.610868485933952,-0.6108706156624654,-0.6108670811529076,-0.61087397026742,-0.6108658927660123,-0.6109000247765505,-0.6000645060201741,-0.600146971146056,-0.6087307695529602,0.004312610204952024,77
24,0.18879215717315673,0.009537528488517678,0.10093262195587158,0.011964922369984437,0.005994842503189409,0.4444444444444444,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.4444444444444444}",-0.6108832383126404,-0.6108670843821293,-0.6109056522300065,-0.6108671871772797,-0.6108699004473742,-0.6109753972023488,-0.6109018160971316,-0.6108771790598914,-0.6002143125500422,-0.6001155763943546,-0.60874773438532,0.0042915594352012695,78
28,0.20175697803497314,0.02024789483147473,0.10173153877258301,0.007850200090911339,0.005994842503189409,0.8888888888888888,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.8888888888888888}",-0.6108643062091765,-0.6109202716780382,-0.6108669396819484,-0.6108713550394929,-0.6108966515393333,-0.6108662997812602,-0.6109027056448196,-0.610869306640357,-0.6004860436522065,-0.6000738965730932,-0.6087617776439725,0.004241942345335159,79
26,0.19078989028930665,0.013697365087931847,0.10162880420684814,0.009402419657462194,0.005994842503189409,0.6666666666666666,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.6666666666666666}",-0.6111575961654443,-0.6108644871262574,-0.6108997217985772,-0.6108986899621507,-0.6108720486101575,-0.6108709738019128,-0.6109173851770048,-0.6108905371957289,-0.6006058556151531,-0.599997458015406,-0.6087974753467793,0.00425086303589708,80
11,0.1836087703704834,0.006454887476712825,0.10511982440948486,0.008189640826795259,0.000774263682681127,0.1111111111111111,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.1111111111111111}",-0.611156378085951,-0.610969275199231,-0.6108662748671042,-0.6112327587378428,-0.6108729670376292,-0.6109635986202712,-0.6108935750981729,-0.6108650353822218,-0.6000677381918956,-0.6002936498399803,-0.6088181251060301,0.004320636096255256,81
12,0.19298622608184815,0.011568804840696523,0.10242416858673095,0.01206846463231093,0.000774263682681127,0.2222222222222222,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.2222222222222222}",-0.6109264840962393,-0.6109070641838523,-0.6120068580991896,-0.610917572445954,-0.6108733486715668,-0.6108682406053745,-0.6115472885589301,-0.6108946149869376,-0.6000675413762935,-0.6002542789467707,-0.6089263291971109,0.004397348036916104,82
4,0.19109086990356444,0.008358700746067716,0.10052859783172607,0.0045854371179630295,0.0001,0.4444444444444444,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.4444444444444444}",-0.6110295716910056,-0.6108675522870212,-0.6125597945552824,-0.6133097754567941,-0.610891670833244,-0.6109981463250586,-0.6108947433040844,-0.6110949652019797,-0.600018134917516,-0.5999280745705888,-0.6091592429142575,0.004659649144736035,83
7,0.17942025661468505,0.007808435043258019,0.10093035697937011,0.006382744113113145,0.0001,0.7777777777777777,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.7777777777777777}",-0.6108679326858932,-0.6108981055254434,-0.6121332965916093,-0.6110397259289915,-0.6125122124456028,-0.6120339208134415,-0.6109390990996306,-0.6110208072158029,-0.6001836547826744,-0.6002639810209102,-0.609189273611,0.00451820551750267,84
14,0.1850053071975708,0.0116003707222314,0.09973409175872802,0.007825018385552295,0.000774263682681127,0.4444444444444444,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.4444444444444444}",-0.6110922526507733,-0.6108643034013952,-0.6150893653041087,-0.6117891522521497,-0.6110570719350926,-0.6109447485886204,-0.6108699699780851,-0.6112300987888709,-0.5999698101678946,-0.5998989235940172,-0.6092805696661008,0.004824762538631958,85
9,0.1866002559661865,0.012193127237285911,0.10541532039642335,0.013593247222339608,0.0001,1.0,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 1.0}",-0.6109118325800571,-0.6109582889303923,-0.6110453331410748,-0.6132846711851845,-0.6108861883670009,-0.6109591287668366,-0.6110359101547147,-0.6119546180039286,-0.6011011141827373,-0.6009233942006447,-0.6093060479512571,0.004207014248465377,86
15,0.18580176830291747,0.017310245154417477,0.0986398458480835,0.008944951154159499,0.000774263682681127,0.5555555555555556,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.5555555555555556}",-0.6121397257644234,-0.6143425342491152,-0.6108678207033847,-0.6108660926071252,-0.6111270422993176,-0.610911681561161,-0.6109735419475883,-0.6122086248491388,-0.5999345802487998,-0.5998992905116833,-0.6093270934741737,0.0048132673881740974,87
16,0.17862229347229003,0.007016370554495772,0.10312530994415284,0.009703853381822322,0.000774263682681127,0.6666666666666666,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.6666666666666666}",-0.6109879680398065,-0.6108985027226443,-0.6123933348934131,-0.6133876237287929,-0.6111156335343569,-0.6114638118034118,-0.6115574700846261,-0.6121348461152613,-0.5999051331465276,-0.5999660394849597,-0.60938103635538,0.004776124360634241,88
5,0.1884981632232666,0.010692928032648864,0.10541553497314453,0.00849424519981939,0.0001,0.5555555555555556,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.5555555555555556}",-0.6111429634157165,-0.6109551628400766,-0.6113526624077621,-0.6128903125812398,-0.6113309597827421,-0.6109130569811712,-0.6126843184851122,-0.6118336133132027,-0.5999110007397304,-0.6008997785968623,-0.6093913829143617,0.004543929163443507,89
1,0.18161423206329347,0.01034006122402806,0.10262582302093506,0.009047784990584914,0.0001,0.1111111111111111,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.1111111111111111}",-0.6108841634153837,-0.6124385527049336,-0.6109087087062509,-0.6108643641325179,-0.6117288810329542,-0.6121552329408312,-0.6116104738853971,-0.6110804683531113,-0.6001438182842423,-0.6021280879620856,-0.6093942751417707,0.004184955780735851,90
29,0.19118802547454833,0.01062051691917506,0.10282955169677735,0.01021542497294706,0.005994842503189409,1.0,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 1.0}",-0.6108679093832187,-0.6108946251234262,-0.6117685094262048,-0.6108761598592969,-0.6168813718526152,-0.610868977662822,-0.6109619380995068,-0.6109406885541361,-0.5999542244292436,-0.6002118081660498,-0.6094226212556519,0.004987586261571242,91
3,0.18699755668640136,0.012153529485417187,0.10083284378051757,0.007002791742519897,0.0001,0.3333333333333333,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.3333333333333333}",-0.6109899663663221,-0.610864546078487,-0.6108645093605589,-0.6137828628523654,-0.6109009785716728,-0.6112953917210341,-0.6108661155079294,-0.6119865337168566,-0.602065831640654,-0.6010808998960206,-0.60946976357119,0.004045504208578684,92
17,0.18600304126739503,0.012703954938912942,0.1044236183166504,0.009585667270253609,0.000774263682681127,0.7777777777777777,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.7777777777777777}",-0.6128639702297379,-0.6114842537595644,-0.6135982910744149,-0.6110456747114064,-0.6122503852540171,-0.6120646386682104,-0.6114120492566402,-0.6109032843225918,-0.6001439830027545,-0.6002460227910819,-0.609601255307042,0.004767330598885966,93
13,0.19098966121673583,0.01211897792707076,0.09823727607727051,0.005244311913851433,0.000774263682681127,0.3333333333333333,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.3333333333333333}",-0.6150632562576099,-0.6118131767030567,-0.6108752416201779,-0.6108935934958286,-0.611094010203805,-0.6110665836455171,-0.6117624594132958,-0.6122939578023289,-0.6001269447406379,-0.601315405410275,-0.6096304629292533,0.004612217713565201,94
27,0.1933807373046875,0.012486229559183387,0.09943435192108155,0.004947892263153149,0.005994842503189409,0.7777777777777777,"{'logistic_regression__C': 0.005994842503189409, 'logistic_regression__l1_ratio': 0.7777777777777777}",-0.6192369862828085,-0.6108689235585015,-0.610867751530878,-0.6108743692209224,-0.6108643952003615,-0.6115294436030926,-0.6108886636970903,-0.6108680372176079,-0.5999141387393901,-0.6008756184749056,-0.6096788327525557,0.005255202166841195,95
19,0.18530404567718506,0.009397351414024839,0.10342316627502442,0.012239229839007259,0.000774263682681127,1.0,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 1.0}",-0.6120580585623067,-0.6136569802147613,-0.6112998983436184,-0.6114937466567885,-0.6122928404533665,-0.6117468074853724,-0.6112438068304449,-0.6108875412992706,-0.60049414955799,-0.6020425206684104,-0.609721635007233,0.004302106020159478,96
2,0.18500204086303712,0.009652165832974331,0.10282821655273437,0.008068684322033452,0.0001,0.2222222222222222,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.2222222222222222}",-0.610875212109203,-0.6108669823001531,-0.6108663192240826,-0.6123694839090352,-0.6113598670970581,-0.6166445563730851,-0.6109120350994213,-0.6135173252118113,-0.6007454616756164,-0.599924983751192,-0.6098082226750658,0.005038551544945196,97
8,0.18381061553955078,0.010628769927076736,0.0982358694076538,0.006651539308057914,0.0001,0.8888888888888888,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.8888888888888888}",-0.6116361113528226,-0.614752830642345,-0.6139419015987049,-0.6141417386978651,-0.6110731316559711,-0.6113868061540805,-0.6108680315603899,-0.6109193376965166,-0.5999867345100454,-0.6009100162264167,-0.6099616640095158,0.004954906102780217,98
18,0.18589916229248046,0.006484233717275114,0.09914026260375977,0.005485940232118564,0.000774263682681127,0.8888888888888888,"{'logistic_regression__C': 0.000774263682681127, 'logistic_regression__l1_ratio': 0.8888888888888888}",-0.6128187755871156,-0.6108665861658897,-0.6136687494946305,-0.6121865978223232,-0.6131696656376853,-0.6133179884765745,-0.6164810046665652,-0.6115046958866888,-0.6002837395084223,-0.600752438155661,-0.6105050241401556,0.005192623454987861,99
6,0.18829832077026368,0.009506785905825151,0.10033659934997559,0.007251571920194086,0.0001,0.6666666666666666,"{'logistic_regression__C': 0.0001, 'logistic_regression__l1_ratio': 0.6666666666666666}",-0.6109079512917219,-0.6132950250259684,-0.6167522251316374,-0.6110070972010855,-0.6109791926001289,-0.6108918503883627,-0.612706079221897,-0.6123011238031804,-0.601041920247909,-0.6053532656960469,-0.6105235730607939,0.004144377520005034,100
