,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator__reg_lambda,param_base_estimator__num_iterations,param_base_estimator__max_depth,param_base_estimator__learning_rate,param_base_estimator__feature_fraction,param_base_estimator__bagging_freq,param_base_estimator__bagging_fraction,params,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,split3_test_neg_log_loss,split4_test_neg_log_loss,split5_test_neg_log_loss,split6_test_neg_log_loss,split7_test_neg_log_loss,split8_test_neg_log_loss,split9_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
3,4.119044446945191,0.08712781420546738,0.061336851119995116,0.0030005194606765825,10.985411419875572,400,8,0.12648552168552957,1.0,5,1.0,"{'base_estimator__reg_lambda': 10.985411419875572, 'base_estimator__num_iterations': 400, 'base_estimator__max_depth': 8, 'base_estimator__learning_rate': 0.12648552168552957, 'base_estimator__feature_fraction': 1.0, 'base_estimator__bagging_freq': 5, 'base_estimator__bagging_fraction': 1.0}",-0.5638697130166193,-0.5455901941517352,-0.4721498613643377,-0.5081781094762942,-0.5092038946227776,-0.5159132666602435,-0.49502341800268895,-0.5072359358168972,-0.49477547953946105,-0.5496803785957394,-0.5161620251246795,0.027016127920096934,21,0.7098214285714286,0.7410714285714285,0.8147321428571428,0.7879464285714286,0.7924107142857142,0.7648809523809523,0.8065476190476191,0.7857142857142857,0.7864225781845918,0.7078565980167811,0.7697404176201373,0.03608781409033047,15
1,1.8209296226501466,0.06354682995273259,0.066322660446167,0.02260422022377357,0.004094915062380427,400,2,0.020235896477251575,1.0,10,1.0,"{'base_estimator__reg_lambda': 0.004094915062380427, 'base_estimator__num_iterations': 400, 'base_estimator__max_depth': 2, 'base_estimator__learning_rate': 0.020235896477251575, 'base_estimator__feature_fraction': 1.0, 'base_estimator__bagging_freq': 10, 'base_estimator__bagging_fraction': 1.0}",-0.5403196926491688,-0.5299678825020229,-0.5063314804802127,-0.5056867304836438,-0.5595010686080507,-0.489425361769089,-0.4818171349925997,-0.5215604241257972,-0.505050830877736,-0.5236188855886302,-0.5163279492076951,0.022273729254287864,22,0.7403273809523809,0.7492559523809523,0.7775297619047619,0.7797619047619048,0.7023809523809523,0.7983630952380952,0.8013392857142858,0.7633928571428572,0.7704042715484363,0.7482837528604119,0.7631039214885039,0.028038505143540247,28
14,4.408607482910156,0.12916739543513034,0.06263272762298584,0.0008694741764519753,1.151395399326447,400,16,0.020235896477251575,0.5,10,1.0,"{'base_estimator__reg_lambda': 1.151395399326447, 'base_estimator__num_iterations': 400, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.020235896477251575, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 10, 'base_estimator__bagging_fraction': 1.0}",-0.5640295679342378,-0.5373110649977346,-0.49169706978913685,-0.5206896770215368,-0.5322694938802576,-0.4929631441877417,-0.48084185851200123,-0.51558842766609,-0.49493369898837036,-0.5331558390231091,-0.5163479842000216,0.024783431475611118,23,0.7165178571428572,0.7447916666666666,0.7857142857142857,0.7648809523809523,0.7462797619047619,0.7805059523809523,0.8199404761904762,0.7641369047619048,0.7780320366132722,0.7315026697177727,0.7632302563473902,0.028387776659146817,27
0,0.43890867233276365,0.053138091313435803,0.05934145450592041,0.006543334241549732,25.595479226995334,50,16,0.025001103826179306,0.25,0,1.0,"{'base_estimator__reg_lambda': 25.595479226995334, 'base_estimator__num_iterations': 50, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.025001103826179306, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 0, 'base_estimator__bagging_fraction': 1.0}",-0.5452129567021584,-0.5412924640791383,-0.5088305434779884,-0.5103708735838646,-0.5438931412724888,-0.4780645687967938,-0.5036256360546965,-0.5196320863720107,-0.5127670915723026,-0.5005446567496026,-0.5164234018661045,0.02051136659288841,24,0.7299107142857142,0.7395833333333334,0.7745535714285713,0.765625,0.7425595238095237,0.808779761904762,0.7931547619047619,0.7805059523809523,0.7765064836003052,0.7650648360030511,0.7676243938650975,0.023421833631530598,19
38,0.6384918451309204,0.012447139440980528,0.0580449104309082,0.002221523473626487,0.655128556859551,50,16,0.08891593339164641,0.5,1,1.0,"{'base_estimator__reg_lambda': 0.655128556859551, 'base_estimator__num_iterations': 50, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.08891593339164641, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 1, 'base_estimator__bagging_fraction': 1.0}",-0.5699929068301854,-0.5471825589153886,-0.4847374975942458,-0.5159595412604894,-0.5351237899996293,-0.4924040484066272,-0.48736238501269885,-0.5159325138060185,-0.49736749639499667,-0.5206149225133335,-0.5166677660733614,0.026403685479995692,25,0.7083333333333334,0.7328869047619048,0.7864583333333333,0.7752976190476191,0.7380952380952381,0.7842261904761906,0.8132440476190477,0.7633928571428572,0.7726926010678872,0.7513348588863464,0.7625961983763758,0.02901822917921705,32
48,4.459870314598083,0.10791830900472422,0.06233279705047608,0.0018527711808072015,0.868511373751352,400,16,0.016378937069540637,0.5,0,1.0,"{'base_estimator__reg_lambda': 0.868511373751352, 'base_estimator__num_iterations': 400, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.016378937069540637, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 0, 'base_estimator__bagging_fraction': 1.0}",-0.5631927374902427,-0.5371355431341052,-0.4937542202534722,-0.5231468424547089,-0.5361819975793312,-0.49208322428155055,-0.4820294806842865,-0.5153177068253724,-0.49489201869716626,-0.5303672637049814,-0.5168101035105218,0.024492870568158888,26,0.7120535714285714,0.7462797619047618,0.7849702380952381,0.7581845238095238,0.7366071428571429,0.7797619047619048,0.8154761904761905,0.7633928571428571,0.7795575896262394,0.7353165522501908,0.761160033235262,0.028494046147713285,36
9,0.6451742649078369,0.1568702479325159,0.05405590534210205,0.0066275954489565456,0.002329951810515372,50,16,0.014225293134853698,0.25,0,1.0,"{'base_estimator__reg_lambda': 0.002329951810515372, 'base_estimator__num_iterations': 50, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.014225293134853698, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 0, 'base_estimator__bagging_fraction': 1.0}",-0.5760912786223198,-0.535735061889566,-0.49811220561652547,-0.540076240021427,-0.536209693214007,-0.4757702777891041,-0.48686950358195913,-0.5033868819774069,-0.5102293977043534,-0.506901519670324,-0.5169382060086993,0.028358229251004036,27,0.6934523809523809,0.7522321428571429,0.7782738095238094,0.7410714285714286,0.7336309523809523,0.8273809523809523,0.8072916666666666,0.7797619047619049,0.7520976353928299,0.7612509534706332,0.7626443826958702,0.03610787562418414,31
49,5.0655502557754515,0.13848208155076813,0.06313247680664062,0.0012648079905362463,0.49417133613238334,400,16,0.06250551925273973,0.5,0,1.0,"{'base_estimator__reg_lambda': 0.49417133613238334, 'base_estimator__num_iterations': 400, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.06250551925273973, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 0, 'base_estimator__bagging_fraction': 1.0}",-0.5742633158805672,-0.550627098083287,-0.48027249287737844,-0.5129430849868963,-0.5044790914875219,-0.5052048718792771,-0.4883349247704499,-0.5059198766464581,-0.5057658354037213,-0.5469334251990403,-0.5174744017214599,0.028347058237502464,28,0.7083333333333334,0.7157738095238096,0.8035714285714286,0.7767857142857143,0.7872023809523809,0.7723214285714286,0.8229166666666666,0.7849702380952381,0.7597254004576659,0.7238749046529367,0.7655475305110603,0.036437321248749426,23
46,1.2081735372543334,0.019500521574099306,0.0578406810760498,0.0023212714333618275,14.563484775012444,200,4,0.015264179671752334,0.5,1,1.0,"{'base_estimator__reg_lambda': 14.563484775012444, 'base_estimator__num_iterations': 200, 'base_estimator__max_depth': 4, 'base_estimator__learning_rate': 0.015264179671752334, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 1, 'base_estimator__bagging_fraction': 1.0}",-0.5497897947758213,-0.5147509670661776,-0.5085100477486877,-0.5189093564817014,-0.5524805431665903,-0.49890746719489,-0.491346458195267,-0.5200377965926147,-0.49969714526625086,-0.5261090805992276,-0.5180538657087228,0.019444157543919083,29,0.7150297619047619,0.7671130952380952,0.7700892857142857,0.7656249999999999,0.7172619047619048,0.7760416666666666,0.8132440476190476,0.7693452380952381,0.7871853546910754,0.7337909992372235,0.7614726353928299,0.029354323984780828,34
52,0.3454757213592529,0.00884463295920548,0.056448960304260255,0.0010165699218077939,323.745754281764,50,4,0.13572287829716537,0.25,5,1.0,"{'base_estimator__reg_lambda': 323.745754281764, 'base_estimator__num_iterations': 50, 'base_estimator__max_depth': 4, 'base_estimator__learning_rate': 0.13572287829716537, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 5, 'base_estimator__bagging_fraction': 1.0}",-0.5313750530474051,-0.5311049387218398,-0.5207916457836028,-0.4973898387270744,-0.5505515085466085,-0.48948759698465133,-0.5170836007017934,-0.525585162862596,-0.5226058644860224,-0.49969610977571516,-0.5185671319637308,0.017513325820243446,30,0.7395833333333333,0.7552083333333333,0.7641369047619047,0.7946428571428572,0.7328869047619048,0.7886904761904762,0.7723214285714285,0.765625,0.7604881769641495,0.7704042715484364,0.7643987686607823,0.01820373310508024,26
34,0.6627293586730957,0.09894394368415338,0.05864109992980957,0.0032126720074074954,0.022229964825261943,200,1,0.08891593339164641,0.25,0,1.0,"{'base_estimator__reg_lambda': 0.022229964825261943, 'base_estimator__num_iterations': 200, 'base_estimator__max_depth': 1, 'base_estimator__learning_rate': 0.08891593339164641, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 0, 'base_estimator__bagging_fraction': 1.0}",-0.549197769464514,-0.5364716214714285,-0.5195768760246956,-0.49624036733299876,-0.5555932968987971,-0.4869005346390611,-0.4925502826770824,-0.5225004270622086,-0.5105259407150117,-0.5182804558134125,-0.5187837572099211,0.022110273422503338,31,0.7187499999999999,0.7440476190476191,0.7589285714285714,0.7998511904761905,0.7135416666666667,0.8080357142857143,0.8132440476190476,0.7574404761904762,0.7620137299771167,0.7536231884057971,0.7629476204097199,0.0328792135328306,29
22,0.3409875869750977,0.013151044369192375,0.05555150508880615,0.0041374591897485186,0.21209508879201905,50,2,0.040949150623804255,0.5,5,1.0,"{'base_estimator__reg_lambda': 0.21209508879201905, 'base_estimator__num_iterations': 50, 'base_estimator__max_depth': 2, 'base_estimator__learning_rate': 0.040949150623804255, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 5, 'base_estimator__bagging_fraction': 1.0}",-0.5412149734053577,-0.5342791503479442,-0.5171189795391785,-0.5153733625976392,-0.5478669529688232,-0.4842558619021279,-0.5022203840631191,-0.529346617951239,-0.5074710605087613,-0.5093199550170417,-0.5188467298301231,0.01843664051469098,32,0.730654761904762,0.753720238095238,0.771577380952381,0.7648809523809523,0.7247023809523809,0.7976190476190476,0.7842261904761905,0.7581845238095237,0.7711670480549199,0.753623188405797,0.7610355712651193,0.02112912534206678,38
60,1.2510533094406129,0.02407752826098223,0.05674855709075928,0.0016354836967394008,0.0017575106248547913,100,16,0.018858632787726495,0.5,1,1.0,"{'base_estimator__reg_lambda': 0.0017575106248547913, 'base_estimator__num_iterations': 100, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.018858632787726495, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 1, 'base_estimator__bagging_fraction': 1.0}",-0.5637889759168188,-0.541765380152383,-0.49107762656758114,-0.529069745518316,-0.5449110829174341,-0.49528131467922404,-0.4964442144345904,-0.5163564883957725,-0.494205130131419,-0.5185248715370346,-0.5191424830250575,0.024020603202603866,33,0.7142857142857142,0.7447916666666666,0.7909226190476191,0.7581845238095238,0.7291666666666666,0.7790178571428572,0.7976190476190476,0.7611607142857143,0.7848970251716247,0.7536231884057971,0.761366902310123,0.025790208120768574,35
44,0.8490289688110352,0.10058376528724815,0.05774531364440918,0.00554277277367389,19.306977288832496,200,2,0.015264179671752334,0.25,10,1.0,"{'base_estimator__reg_lambda': 19.306977288832496, 'base_estimator__num_iterations': 200, 'base_estimator__max_depth': 2, 'base_estimator__learning_rate': 0.015264179671752334, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 10, 'base_estimator__bagging_fraction': 1.0}",-0.5437594856324227,-0.5191525241977886,-0.5136508556927997,-0.5185242118587938,-0.5514246294008748,-0.48190351355312255,-0.5032322727868683,-0.5216655230246431,-0.5100890717055686,-0.531081747213734,-0.5194483835066616,0.018837436199367206,34,0.7276785714285714,0.7537202380952381,0.7671130952380951,0.7663690476190476,0.7247023809523809,0.8147321428571429,0.8005952380952381,0.7708333333333333,0.7704042715484364,0.7322654462242564,0.762841376539174,0.02824686711552915,30
17,0.3859666109085083,0.014739851765551903,0.06313254833221435,0.01411178542084166,138.9495494373136,50,16,0.02682695795279726,0.25,5,1.0,"{'base_estimator__reg_lambda': 138.9495494373136, 'base_estimator__num_iterations': 50, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.02682695795279726, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 5, 'base_estimator__bagging_fraction': 1.0}",-0.5374252226849388,-0.5323399545729369,-0.5211472477807201,-0.5029463171209744,-0.5515938227286304,-0.4825742968162185,-0.5148923073535207,-0.5275679382234058,-0.5230015871173737,-0.5018366297582965,-0.5195325324157016,0.01888651511677075,35,0.7284226190476191,0.7507440476190476,0.7596726190476191,0.78125,0.7299107142857143,0.8035714285714285,0.7723214285714286,0.7611607142857143,0.7597254004576659,0.7643020594965675,0.7611081031382805,0.021207962839445725,37
6,0.8455383777618408,0.0077227652693373705,0.059441328048706055,0.0009145605177823754,0.09102981779915217,200,2,0.01,0.25,0,1.0,"{'base_estimator__reg_lambda': 0.09102981779915217, 'base_estimator__num_iterations': 200, 'base_estimator__max_depth': 2, 'base_estimator__learning_rate': 0.01, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 0, 'base_estimator__bagging_fraction': 1.0}",-0.5436708214828594,-0.52709637499682,-0.5193235229138982,-0.5235009243628145,-0.5564385983917656,-0.47735693248638034,-0.5047520893835118,-0.5207517780640085,-0.5157751165766664,-0.5078926348922652,-0.5196558793550989,0.020410538376473032,36,0.7269345238095237,0.7537202380952381,0.7671130952380952,0.7514880952380952,0.7209821428571428,0.8080357142857143,0.7901785714285714,0.7775297619047619,0.7650648360030512,0.7566742944317314,0.7617721273291926,0.02511768311219712,33
59,1.9065999269485474,0.0233047860721516,0.059142112731933594,0.001096790648679364,0.016768329368110083,200,8,0.27464741148160515,0.25,1,1.0,"{'base_estimator__reg_lambda': 0.016768329368110083, 'base_estimator__num_iterations': 200, 'base_estimator__max_depth': 8, 'base_estimator__learning_rate': 0.27464741148160515, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 1, 'base_estimator__bagging_fraction': 1.0}",-0.6022836463207538,-0.5319736116864353,-0.48703676150929925,-0.517381921775087,-0.5098687360420376,-0.4913985308980312,-0.4882649999823864,-0.5122382771658524,-0.5105196685297934,-0.5482386635329025,-0.519920481744258,0.032988895005852156,37,0.6733630952380952,0.7581845238095238,0.790922619047619,0.7834821428571428,0.7745535714285715,0.7976190476190476,0.8273809523809523,0.78125,0.740655987795576,0.7231121281464531,0.7650524068322981,0.041370594389447575,24
36,0.38167724609375,0.00673546126337254,0.05824577808380127,0.0017398853224953788,244.205309454865,50,16,0.023299518105153717,0.5,1,1.0,"{'base_estimator__reg_lambda': 244.205309454865, 'base_estimator__num_iterations': 50, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.023299518105153717, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 1, 'base_estimator__bagging_fraction': 1.0}",-0.5367227705445055,-0.5351002745794482,-0.49500156682253477,-0.5048374912726173,-0.5608858204703608,-0.5020011474156093,-0.5253211451497081,-0.5189906729432863,-0.5099227116519034,-0.5212265457454293,-0.5210010146595403,0.018656020120663756,38,0.7261904761904763,0.7328869047619047,0.7857142857142857,0.7797619047619048,0.6941964285714286,0.7857142857142857,0.7552083333333334,0.7827380952380952,0.7902364607170098,0.7444698703279939,0.7577117045330718,0.030926270827832444,46
8,0.8334697961807251,0.018807226175855618,0.05994062423706055,0.0011330592813895914,1000.0,200,4,0.31622776601683794,0.25,5,1.0,"{'base_estimator__reg_lambda': 1000.0, 'base_estimator__num_iterations': 200, 'base_estimator__max_depth': 4, 'base_estimator__learning_rate': 0.31622776601683794, 'base_estimator__feature_fraction': 0.25, 'base_estimator__bagging_freq': 5, 'base_estimator__bagging_fraction': 1.0}",-0.540655246225197,-0.5139604140255181,-0.5077370068077054,-0.5205685573217016,-0.5586730364989337,-0.4799435659244703,-0.5226708812698586,-0.5184571038133658,-0.5186260096154596,-0.5298081214188457,-0.5211099942921056,0.01951722847943091,39,0.7284226190476191,0.7619047619047619,0.7849702380952381,0.7663690476190476,0.7269345238095238,0.8191964285714286,0.7790178571428572,0.7998511904761905,0.7742181540808544,0.7360793287566743,0.7676964149504195,0.028972715087010582,18
5,0.3349043607711792,0.007553209946160076,0.05764639377593994,0.0018276768445700644,104.81131341546853,50,2,0.013257113655901088,0.5,5,1.0,"{'base_estimator__reg_lambda': 104.81131341546853, 'base_estimator__num_iterations': 50, 'base_estimator__max_depth': 2, 'base_estimator__learning_rate': 0.013257113655901088, 'base_estimator__feature_fraction': 0.5, 'base_estimator__bagging_freq': 5, 'base_estimator__bagging_fraction': 1.0}",-0.5364328129937272,-0.5278904428973172,-0.5090874394908077,-0.5055368542361945,-0.5619840179739156,-0.5009214010116093,-0.5221790730151324,-0.5270043487506072,-0.5140461386181858,-0.5143140148411314,-0.5219396543828628,0.01694455446686323,40,0.7321428571428572,0.7544642857142858,0.7723214285714286,0.7916666666666666,0.7090773809523809,0.7767857142857143,0.7570684523809523,0.7790178571428572,0.7864225781845919,0.7486651411136537,0.7607632362155389,0.02455038184188081,39
61,1.6296408414840697,0.01933388413961973,0.05954113006591797,0.000779149503132177,429.1934260128778,400,2,0.16768329368110083,1.0,5,1.0,"{'base_estimator__reg_lambda': 429.1934260128778, 'base_estimator__num_iterations': 400, 'base_estimator__max_depth': 2, 'base_estimator__learning_rate': 0.16768329368110083, 'base_estimator__feature_fraction': 1.0, 'base_estimator__bagging_freq': 5, 'base_estimator__bagging_fraction': 1.0}",-0.55535779825525,-0.5122511581267059,-0.5021835422122484,-0.5091015687597666,-0.5697647576047137,-0.5004235572466618,-0.5031184024543907,-0.5284100345558622,-0.5117863142249224,-0.5309199056972247,-0.5223317039137747,0.02257043683609898,41,0.7194940476190477,0.7596726190476191,0.7872023809523809,0.7745535714285714,0.6904761904761905,0.7991071428571428,0.7946428571428571,0.7552083333333334,0.7566742944317315,0.7345537757437072,0.7571585213032581,0.03279704604927965,47
21,1.227117395401001,0.03496115281874236,0.0589428186416626,0.0016958560734093608,0.868511373751352,100,16,0.17992936232915524,1.0,10,1.0,"{'base_estimator__reg_lambda': 0.868511373751352, 'base_estimator__num_iterations': 100, 'base_estimator__max_depth': 16, 'base_estimator__learning_rate': 0.17992936232915524, 'base_estimator__feature_fraction': 1.0, 'base_estimator__bagging_freq': 10, 'base_estimator__bagging_fraction': 1.0}",-0.565539067739482,-0.5568342747945704,-0.4810927670721009,-0.5170972895135655,-0.5117877913438793,-0.5166576666226734,-0.5061683262626109,-0.5158476123937961,-0.506871077800142,-0.5478948960972042,-0.5225790769640024,0.0247465462714795,42,0.7061011904761905,0.7046130952380951,0.8095238095238094,0.7767857142857143,0.7834821428571429,0.7566964285714286,0.7998511904761905,0.7723214285714286,0.7681159420289855,0.7139588100686499,0.7591449752097635,0.03631496580498335,43
